reg;jour;P_f;P_h;P;T_f;T_h;T;cl_age90;pop
75;2020-06-14;0;0;0;12;7;19;90;105800
75;2020-06-14;0;1;1;89;117;206;0;5999982
76;2020-06-14;0;0;0;10;8;21;09;624545
76;2020-06-14;0;0;0;10;12;25;19;695911
76;2020-06-14;0;0;0;28;12;43;29;635780
76;2020-06-14;0;0;0;34;13;50;39;694345
76;2020-06-14;0;0;0;26;29;58;49;740353
76;2020-06-14;1;0;1;23;30;55;59;786358
76;2020-06-14;0;0;0;31;42;73;69;753886
76;2020-06-14;0;0;0;38;43;85;79;572470
76;2020-06-14;0;0;0;37;27;68;89;325110
76;2020-06-14;0;0;0;29;14;43;90;96100
76;2020-06-14;1;0;1;266;230;521;0;5924858
84;2020-06-14;0;0;0;11;14;28;09;940637
84;2020-06-14;0;0;0;13;11;25;19;999616
84;2020-06-14;1;0;1;41;24;68;29;894918
84;2020-06-14;1;0;1;42;25;68;39;1005784
84;2020-06-14;0;0;0;32;27;59;49;1035354
84;2020-06-14;1;2;3;41;48;95;59;1044459
84;2020-06-14;0;0;0;35;48;84;69;926660
84;2020-06-14;0;0;0;35;68;103;79;687362
84;2020-06-14;4;0;4;61;54;116;89;387722
84;2020-06-14;0;1;1;53;8;62;90;109865
84;2020-06-14;7;3;10;364;327;708;0;8032377
93;2020-06-14;0;0;0;22;17;44;09;551927
93;2020-06-14;0;0;0;12;9;28;19;576838
93;2020-06-14;0;0;0;19;11;31;29;509956
93;2020-06-14;0;0;0;26;21;52;39;599102
93;2020-06-14;1;0;1;22;19;47;49;631386
93;2020-06-14;0;0;1;22;37;65;59;678493
93;2020-06-14;0;0;0;34;34;71;69;632786
93;2020-06-14;0;1;1;34;40;79;79;509519
93;2020-06-14;1;0;1;45;43;90;89;284990
93;2020-06-14;0;0;0;37;19;58;90;80654
93;2020-06-14;2;1;4;273;250;565;0;5055651
94;2020-06-14;0;0;0;2;0;2;09;33744
94;2020-06-14;0;0;0;1;1;2;19;34811
94;2020-06-14;0;0;0;4;0;4;29;33361
94;2020-06-14;0;0;0;3;2;5;39;43624
94;2020-06-14;0;0;0;0;1;1;49;45205
94;2020-06-14;0;0;0;0;5;5;59;47970
94;2020-06-14;0;0;0;3;3;6;69;45095
94;2020-06-14;0;0;0;2;3;5;79;36685
94;2020-06-14;0;0;0;2;3;5;89;19405
94;2020-06-14;0;0;0;0;0;0;90;4779
94;2020-06-14;0;0;0;17;18;35;0;344679
01;2020-06-15;0;0;0;3;0;3;09;40134
01;2020-06-15;0;0;0;3;1;24;19;50483
01;2020-06-15;0;0;0;7;9;57;29;34558
01;2020-06-15;0;1;1;5;4;24;39;37149
01;2020-06-15;0;0;0;2;6;20;49;48928
01;2020-06-15;0;0;0;12;2;30;59;60524
01;2020-06-15;0;0;0;3;3;17;69;51113
01;2020-06-15;0;0;0;0;3;12;79;33062
01;2020-06-15;0;0;0;1;0;1;89;16008
01;2020-06-15;0;0;0;0;1;1;90;4920
01;2020-06-15;0;1;1;36;29;189;0;376879
02;2020-06-15;0;0;0;7;10;17;09;33991
02;2020-06-15;0;0;0;11;20;31;19;43014
02;2020-06-15;1;1;2;43;38;81;29;31496
02;2020-06-15;0;0;0;23;11;36;39;34280
02;2020-06-15;0;0;0;19;17;36;49;42967
02;2020-06-15;0;0;0;37;20;58;59;62671
02;2020-06-15;0;0;0;24;20;44;69;52556
02;2020-06-15;0;0;0;13;11;24;79;33509
02;2020-06-15;0;0;0;0;6;6;89;18767
02;2020-06-15;0;0;0;0;1;1;90;5498
02;2020-06-15;1;1;2;177;154;334;0;358749
03;2020-06-15;1;2;4;8;8;18;09;62043
03;2020-06-15;8;4;12;14;15;35;19;58638
03;2020-06-15;9;7;16;24;24;59;29;40421
03;2020-06-15;12;6;18;44;36;82;39;39602
03;2020-06-15;4;7;12;22;34;59;49;34757
03;2020-06-15;5;6;11;18;27;47;59;27026
03;2020-06-15;5;4;9;14;16;30;69;17446
03;2020-06-15;0;3;3;5;11;16;79;7368
03;2020-06-15;0;0;0;1;2;3;89;2721
03;2020-06-15;0;0;0;0;1;1;90;669
03;2020-06-15;44;39;85;150;174;350;0;290691
04;2020-06-15;0;0;0;11;14;25;09;121691
04;2020-06-15;0;0;0;32;28;61;19;134452
04;2020-06-15;0;0;0;85;73;160;29;98215
04;2020-06-15;0;3;3;49;60;110;39;104568
04;2020-06-15;0;0;0;59;34;94;49;113615
04;2020-06-15;0;0;0;66;60;126;59;125597
04;2020-06-15;0;0;0;59;66;126;69;89851
04;2020-06-15;0;0;0;41;36;77;79;46693
04;2020-06-15;0;0;0;17;13;30;89;20815
04;2020-06-15;0;0;0;1;2;3;90;4462
04;2020-06-15;0;3;3;420;386;812;0;859959
05;2020-06-15;0;0;0;0;0;0;09;703.704828175651
05;2020-06-15;0;0;0;0;0;0;19;723.725880519921
05;2020-06-15;0;0;0;0;0;0;29;475.133162078732
05;2020-06-15;0;0;0;0;0;0;39;764.547319147651
05;2020-06-15;0;0;0;0;0;0;49;1017.17633756848
05;2020-06-15;0;0;0;0;0;0;59;978.233665832332
05;2020-06-15;0;0;0;0;0;0;69;674.735312241807
05;2020-06-15;0;0;0;0;0;0;79;405.196420115493
05;2020-06-15;0;0;0;0;0;0;89;210.595968638888
05;2020-06-15;0;0;0;0;0;0;90;43.9511056810479
05;2020-06-15;0;0;0;0;0;0;0;5997
06;2020-06-15;0;0;0;6;5;11;09;84963
06;2020-06-15;1;0;1;9;6;16;19;65294
06;2020-06-15;3;3;7;17;14;35;29;36651
06;2020-06-15;4;3;7;14;11;27;39;37697
06;2020-06-15;1;2;4;11;11;27;49;28132
06;2020-06-15;2;1;4;7;6;15;59;14768
06;2020-06-15;1;0;1;2;1;5;69;7746
06;2020-06-15;0;0;0;1;1;2;79;3034
06;2020-06-15;0;0;0;0;1;1;89;1005
06;2020-06-15;0;0;0;0;0;0;90;181
06;2020-06-15;12;9;24;67;56;139;0;279471
07;2020-06-15;0;0;0;0;0;0;09;1034
07;2020-06-15;0;0;0;0;0;5;19;835
07;2020-06-15;0;0;0;0;0;5;29;1605
07;2020-06-15;0;0;0;0;0;2;39;1752
07;2020-06-15;0;0;0;1;0;3;49;1808
07;2020-06-15;0;0;0;0;0;4;59;1548
07;2020-06-15;0;0;0;0;0;1;69;742
07;2020-06-15;0;1;1;0;1;1;79;421
07;2020-06-15;0;0;0;0;0;0;89;181
07;2020-06-15;0;0;0;0;0;0;90;35
07;2020-06-15;0;1;1;1;1;21;0;9961
08;2020-06-15;0;0;0;0;0;0;09;5712.98144471701
08;2020-06-15;0;0;0;1;0;2;19;5939.43465671908
08;2020-06-15;0;0;0;1;0;3;29;3799.05464202964
08;2020-06-15;0;0;0;0;1;2;39;4598.38462039786
08;2020-06-15;0;0;0;0;1;1;49;5611.98359257117
08;2020-06-15;0;0;0;0;2;5;59;5042.53434487755
08;2020-06-15;0;0;0;0;1;2;69;3060.02499200135
08;2020-06-15;0;0;0;0;0;0;79;1152.93437717932
08;2020-06-15;0;0;0;0;0;0;89;346.012162334751
08;2020-06-15;0;0;0;0;0;0;90;70.6551671722845
08;2020-06-15;0;0;0;2;5;15;0;35334
11;2020-06-15;5;3;8;197;218;445;09;1594856
11;2020-06-15;5;5;10;248;235;538;19;1546109
11;2020-06-15;7;7;16;565;442;1119;29;1651917
11;2020-06-15;9;13;25;668;502;1288;39;1757848
11;2020-06-15;9;11;22;647;501;1271;49;1671811
11;2020-06-15;6;1;8;551;509;1148;59;1538636
11;2020-06-15;6;4;13;548;574;1206;69;1177841
11;2020-06-15;4;4;8;484;467;1009;79;792962
11;2020-06-15;2;2;4;358;301;689;89;424358
11;2020-06-15;2;1;3;172;64;245;90;121872
11;2020-06-15;55;51;117;4440;3815;8976;0;12278210
24;2020-06-15;1;0;1;29;20;51;09;284406
24;2020-06-15;0;1;1;40;45;85;19;314164
24;2020-06-15;0;1;1;59;61;125;29;248773
24;2020-06-15;0;0;0;57;61;122;39;292368
24;2020-06-15;2;1;3;76;57;138;49;320587
24;2020-06-15;2;1;3;99;78;181;59;340563
24;2020-06-15;2;0;2;88;94;186;69;330686
24;2020-06-15;1;1;2;89;94;186;79;240021
24;2020-06-15;0;0;0;72;65;140;89;144224
24;2020-06-15;0;0;0;40;22;63;90;43281
24;2020-06-15;8;5;13;649;597;1277;0;2559073
27;2020-06-15;0;0;0;21;26;87;09;293052
27;2020-06-15;1;1;2;33;31;113;19;333965
27;2020-06-15;0;0;0;68;49;170;29;276000
27;2020-06-15;1;0;1;97;47;188;39;315411
27;2020-06-15;0;1;2;77;59;189;49;341897
27;2020-06-15;0;0;1;94;80;242;59;373767
27;2020-06-15;0;0;0;100;123;270;69;370797
27;2020-06-15;1;1;2;100;112;259;79;274422
27;2020-06-15;1;0;1;128;64;226;89;158471
27;2020-06-15;0;0;0;45;24;78;90;45257
27;2020-06-15;4;3;9;763;615;1822;0;2783039
28;2020-06-15;3;2;5;26;32;70;09;367591
28;2020-06-15;0;0;0;58;33;107;19;413746
28;2020-06-15;1;2;3;60;54;157;29;341929
28;2020-06-15;1;1;2;73;45;148;39;385115
28;2020-06-15;0;0;0;82;55;160;49;407095
28;2020-06-15;2;0;2;92;85;211;59;435868
28;2020-06-15;1;1;2;81;119;244;69;428446
28;2020-06-15;0;2;2;78;107;225;79;298735
28;2020-06-15;2;1;3;84;60;174;89;175068
28;2020-06-15;3;0;3;51;22;81;90;49907
28;2020-06-15;13;9;22;685;612;1577;0;3303500
32;2020-06-15;1;6;7;64;92;204;09;731751
32;2020-06-15;1;1;6;80;90;274;19;793787
32;2020-06-15;4;0;5;171;109;421;29;690891
32;2020-06-15;3;5;13;189;150;466;39;752457
32;2020-06-15;1;1;5;194;124;456;49;759226
32;2020-06-15;3;1;5;153;174;490;59;763464
32;2020-06-15;5;1;9;140;189;468;69;702149
32;2020-06-15;1;2;4;135;158;406;79;452001
32;2020-06-15;5;2;7;141;91;295;89;253185
32;2020-06-15;3;1;4;61;24;115;90;63751
32;2020-06-15;27;20;65;1329;1201;3596;0;5962662
44;2020-06-15;0;1;1;64;63;195;09;598364
44;2020-06-15;2;4;8;103;87;273;19;659759
44;2020-06-15;3;0;3;194;134;470;29;616448
44;2020-06-15;4;2;6;230;196;627;39;675514
44;2020-06-15;2;0;3;223;183;607;49;694218
44;2020-06-15;1;2;4;246;214;729;59;754610
44;2020-06-15;1;2;4;270;254;751;69;703015
44;2020-06-15;2;1;3;229;298;689;79;465823
44;2020-06-15;9;3;12;239;177;514;89;276017
44;2020-06-15;2;0;3;96;44;154;90;67979
44;2020-06-15;26;15;47;1894;1650;5009;0;5511747
52;2020-06-15;0;0;0;36;32;98;09;437494
52;2020-06-15;0;1;2;39;42;121;19;496015
52;2020-06-15;0;2;4;78;70;197;29;397640
52;2020-06-15;0;0;1;101;67;232;39;456089
52;2020-06-15;1;2;3;100;83;243;49;487292
52;2020-06-15;1;0;1;107;70;248;59;483216
52;2020-06-15;0;0;0;80;61;199;69;463141
52;2020-06-15;1;0;1;72;70;192;79;327708
52;2020-06-15;0;3;3;95;73;205;89;195383
52;2020-06-15;1;2;3;56;28;98;90;57819
52;2020-06-15;4;10;18;764;596;1833;0;3801797
53;2020-06-15;0;0;0;44;48;116;09;356171
53;2020-06-15;1;0;1;41;51;97;19;417460
53;2020-06-15;0;1;1;64;56;123;29;336312
53;2020-06-15;0;0;0;69;72;143;39;378200
53;2020-06-15;1;0;1;82;64;147;49;424113
53;2020-06-15;0;0;0;58;62;122;59;442875
53;2020-06-15;0;0;0;63;66;131;69;436709
53;2020-06-15;0;0;0;60;54;116;79;310902
53;2020-06-15;0;0;0;89;53;142;89;188000
53;2020-06-15;0;0;0;52;15;68;90;49637
53;2020-06-15;2;1;3;622;541;1205;0;3340379
75;2020-06-15;0;0;0;60;74;163;09;598395
75;2020-06-15;0;0;0;84;71;181;19;694926
75;2020-06-15;0;0;0;138;131;306;29;595642
75;2020-06-15;0;0;0;130;101;263;39;679104
75;2020-06-15;0;0;0;133;109;282;49;757513
75;2020-06-15;0;1;1;132;123;287;59;804241
75;2020-06-15;0;0;0;133;128;302;69;809683
75;2020-06-15;0;1;1;120;127;282;79;601384
75;2020-06-15;0;0;0;122;104;243;89;353294
75;2020-06-15;0;0;0;82;30;120;90;105800
75;2020-06-15;0;2;2;1134;998;2429;0;5999982
76;2020-06-15;1;1;2;50;60;125;09;624545
76;2020-06-15;1;0;1;93;117;229;19;695911
76;2020-06-15;0;0;0;183;255;469;29;635780
76;2020-06-15;2;1;3;221;190;465;39;694345
76;2020-06-15;0;0;1;197;201;444;49;740353
76;2020-06-15;0;0;0;262;228;536;59;786358
76;2020-06-15;2;0;2;282;297;632;69;753886
76;2020-06-15;0;0;0;276;298;607;79;572470
76;2020-06-15;2;1;4;233;218;488;89;325110
76;2020-06-15;0;0;1;134;58;205;90;96100
76;2020-06-15;8;3;14;1931;1925;4203;0;5924858
84;2020-06-15;5;0;5;67;109;206;09;940637
84;2020-06-15;0;3;5;126;102;280;19;999616
84;2020-06-15;0;2;4;251;172;494;29;894918
84;2020-06-15;3;3;6;255;186;511;39;1005784
84;2020-06-15;1;0;2;259;199;525;49;1035354
84;2020-06-15;2;1;3;245;246;565;59;1044459
84;2020-06-15;0;0;2;237;267;585;69;926660
84;2020-06-15;0;0;1;236;291;584;79;687362
84;2020-06-15;3;1;4;238;187;473;89;387722
84;2020-06-15;0;1;1;147;62;224;90;109865
84;2020-06-15;14;11;33;2061;1822;4448;0;8032377
93;2020-06-15;0;2;2;76;85;212;09;551927
93;2020-06-15;0;0;0;114;140;326;19;576838
93;2020-06-15;1;3;5;204;137;434;29;509956
93;2020-06-15;3;1;5;224;194;529;39;599102
93;2020-06-15;2;7;11;215;186;533;49;631386
93;2020-06-15;2;2;7;272;248;672;59;678493
93;2020-06-15;0;0;3;283;300;739;69;632786
93;2020-06-15;0;0;3;278;289;711;79;509519
93;2020-06-15;0;0;2;262;160;498;89;284990
93;2020-06-15;0;0;0;205;53;278;90;80654
93;2020-06-15;8;15;38;2133;1795;4935;0;5055651
94;2020-06-15;0;0;0;3;4;8;09;33744
94;2020-06-15;0;0;0;9;6;20;19;34811
94;2020-06-15;0;0;0;12;9;24;29;33361
94;2020-06-15;0;0;0;14;16;33;39;43624
94;2020-06-15;0;0;0;10;9;23;49;45205
94;2020-06-15;0;0;0;20;18;43;59;47970
94;2020-06-15;0;0;0;19;26;53;69;45095
94;2020-06-15;1;0;1;30;24;56;79;36685
94;2020-06-15;0;0;0;17;13;33;89;19405
94;2020-06-15;0;0;0;3;3;6;90;4779
94;2020-06-15;1;0;1;137;128;299;0;344679
01;2020-06-16;0;0;0;2;4;6;09;40134
01;2020-06-16;0;0;0;9;5;31;19;50483
01;2020-06-16;0;0;1;7;8;73;29;34558
01;2020-06-16;0;0;0;3;5;29;39;37149
01;2020-06-16;0;0;0;5;6;38;49;48928
01;2020-06-16;0;0;0;11;3;33;59;60524
01;2020-06-16;0;0;0;12;13;70;69;51113
01;2020-06-16;0;0;0;5;4;22;79;33062
01;2020-06-16;0;0;0;0;0;1;89;16008
01;2020-06-16;0;0;0;0;0;0;90;4920
01;2020-06-16;0;0;1;54;48;303;0;376879
02;2020-06-16;0;0;0;5;3;8;09;33991
02;2020-06-16;0;0;0;25;11;38;19;43014
02;2020-06-16;0;0;0;25;21;46;29;31496
02;2020-06-16;0;0;0;17;13;31;39;34280
02;2020-06-16;1;0;1;15;6;21;49;42967
02;2020-06-16;0;0;0;15;12;28;59;62671
02;2020-06-16;0;0;0;27;22;49;69;52556
02;2020-06-16;0;0;0;11;7;18;79;33509
02;2020-06-16;0;0;0;0;2;2;89;18767
02;2020-06-16;0;0;0;0;1;1;90;5498
02;2020-06-16;1;0;1;140;98;242;0;358749
03;2020-06-16;5;4;11;18;19;40;09;62043
03;2020-06-16;10;4;14;27;25;53;19;58638
03;2020-06-16;21;14;35;69;55;124;29;40421
03;2020-06-16;21;16;37;73;63;138;39;39602
03;2020-06-16;9;6;17;55;44;103;49;34757
03;2020-06-16;10;14;25;38;40;80;59;27026
03;2020-06-16;11;5;16;31;29;60;69;17446
03;2020-06-16;2;2;4;9;12;21;79;7368
03;2020-06-16;1;0;1;5;2;7;89;2721
03;2020-06-16;0;0;0;1;0;1;90;669
03;2020-06-16;90;65;160;326;289;627;0;290691
04;2020-06-16;0;0;0;4;8;12;09;121691
04;2020-06-16;0;0;0;26;26;53;19;134452
04;2020-06-16;0;0;0;67;48;117;29;98215
04;2020-06-16;0;0;0;43;38;81;39;104568
04;2020-06-16;0;0;0;49;41;92;49;113615
04;2020-06-16;0;0;0;71;44;115;59;125597
04;2020-06-16;0;1;1;42;72;114;69;89851
04;2020-06-16;0;0;0;28;29;57;79;46693
04;2020-06-16;0;0;0;17;7;24;89;20815
04;2020-06-16;0;0;0;1;3;4;90;4462
04;2020-06-16;0;1;1;348;316;669;0;859959
05;2020-06-16;0;0;0;0;0;0;09;703.704828175651
05;2020-06-16;0;0;0;1;0;1;19;723.725880519921
05;2020-06-16;0;0;0;0;0;0;29;475.133162078732
05;2020-06-16;0;0;0;0;0;0;39;764.547319147651
05;2020-06-16;0;0;0;0;0;0;49;1017.17633756848
05;2020-06-16;0;0;0;0;0;0;59;978.233665832332
05;2020-06-16;0;0;0;0;0;0;69;674.735312241807
05;2020-06-16;0;0;0;0;0;0;79;405.196420115493
05;2020-06-16;0;0;0;0;0;0;89;210.595968638888
05;2020-06-16;0;0;0;0;0;0;90;43.9511056810479
05;2020-06-16;0;0;0;1;0;1;0;5997
06;2020-06-16;1;0;1;11;11;22;09;84963
06;2020-06-16;2;1;3;10;19;30;19;65294
06;2020-06-16;2;1;3;15;6;22;29;36651
06;2020-06-16;2;2;4;12;9;28;39;37697
06;2020-06-16;3;2;6;8;9;20;49;28132
06;2020-06-16;1;1;2;5;5;11;59;14768
06;2020-06-16;1;1;2;4;5;9;69;7746
06;2020-06-16;1;0;1;3;1;4;79;3034
06;2020-06-16;0;1;1;0;1;1;89;1005
06;2020-06-16;0;0;0;0;0;0;90;181
06;2020-06-16;13;9;23;68;66;147;0;279471
07;2020-06-16;0;0;0;0;0;0;09;1034
07;2020-06-16;0;0;0;0;0;3;19;835
07;2020-06-16;0;0;0;0;0;3;29;1605
07;2020-06-16;0;0;0;0;0;2;39;1752
07;2020-06-16;0;0;0;0;0;6;49;1808
07;2020-06-16;0;0;0;0;1;1;59;1548
07;2020-06-16;0;0;0;0;0;0;69;742
07;2020-06-16;0;0;0;0;0;0;79;421
07;2020-06-16;0;0;0;0;0;0;89;181
07;2020-06-16;0;0;0;0;0;0;90;35
07;2020-06-16;0;0;0;0;1;15;0;9961
08;2020-06-16;0;0;0;0;0;0;09;5712.98144471701
08;2020-06-16;0;0;0;0;1;1;19;5939.43465671908
08;2020-06-16;0;0;0;1;0;1;29;3799.05464202964
08;2020-06-16;0;0;0;1;0;1;39;4598.38462039786
08;2020-06-16;0;0;0;1;2;3;49;5611.98359257117
08;2020-06-16;0;0;0;1;3;4;59;5042.53434487755
08;2020-06-16;0;0;0;1;2;3;69;3060.02499200135
08;2020-06-16;0;0;0;0;0;0;79;1152.93437717932
08;2020-06-16;0;0;0;0;0;0;89;346.012162334751
08;2020-06-16;0;0;0;0;0;0;90;70.6551671722845
08;2020-06-16;0;0;0;5;8;13;0;35334
11;2020-06-16;3;2;5;190;232;460;09;1594856
11;2020-06-16;1;7;8;236;230;523;19;1546109
11;2020-06-16;10;7;18;538;409;1037;29;1651917
11;2020-06-16;13;14;29;622;505;1231;39;1757848
11;2020-06-16;9;9;21;555;437;1094;49;1671811
11;2020-06-16;8;6;14;568;467;1126;59;1538636
11;2020-06-16;3;3;9;512;465;1037;69;1177841
11;2020-06-16;3;8;11;407;391;836;79;792962
11;2020-06-16;6;1;7;296;216;536;89;424358
11;2020-06-16;3;1;4;153;75;236;90;121872
11;2020-06-16;59;58;128;4077;3429;8126;0;12278210
24;2020-06-16;0;0;0;20;33;57;09;284406
24;2020-06-16;0;0;0;33;19;53;19;314164
24;2020-06-16;0;0;0;84;54;141;29;248773
24;2020-06-16;0;1;1;77;50;131;39;292368
24;2020-06-16;1;0;2;73;59;136;49;320587
24;2020-06-16;0;0;0;71;72;148;59;340563
24;2020-06-16;0;1;1;75;84;164;69;330686
24;2020-06-16;0;0;0;67;95;171;79;240021
24;2020-06-16;0;2;2;85;72;159;89;144224
24;2020-06-16;1;0;1;44;24;68;90;43281
24;2020-06-16;2;4;7;629;562;1228;0;2559073
27;2020-06-16;0;2;2;22;20;75;09;293052
27;2020-06-16;2;0;2;39;36;103;19;333965
27;2020-06-16;1;0;1;61;50;154;29;276000
27;2020-06-16;0;0;0;68;64;166;39;315411
27;2020-06-16;0;0;0;75;65;194;49;341897
27;2020-06-16;0;0;0;104;68;218;59;373767
27;2020-06-16;1;1;2;110;114;279;69;370797
27;2020-06-16;0;2;2;102;120;266;79;274422
27;2020-06-16;0;0;0;111;69;212;89;158471
27;2020-06-16;0;0;0;75;22;114;90;45257
27;2020-06-16;4;5;9;767;628;1781;0;2783039
28;2020-06-16;0;1;1;36;28;85;09;367591
28;2020-06-16;4;0;4;52;56;123;19;413746
28;2020-06-16;2;1;3;94;71;193;29;341929
28;2020-06-16;2;0;4;87;62;189;39;385115
28;2020-06-16;2;0;3;86;57;175;49;407095
28;2020-06-16;1;0;1;79;72;183;59;435868
28;2020-06-16;1;0;1;93;104;236;69;428446
28;2020-06-16;0;1;1;83;90;223;79;298735
28;2020-06-16;0;0;1;132;71;236;89;175068
28;2020-06-16;0;0;0;80;26;126;90;49907
28;2020-06-16;12;3;19;822;637;1770;0;3303500
32;2020-06-16;1;1;3;89;102;239;09;731751
32;2020-06-16;1;0;4;92;99;270;19;793787
32;2020-06-16;4;0;7;147;118;379;29;690891
32;2020-06-16;4;0;7;219;142;470;39;752457
32;2020-06-16;2;2;4;179;124;436;49;759226
32;2020-06-16;0;3;6;175;156;459;59;763464
32;2020-06-16;1;3;4;165;177;460;69;702149
32;2020-06-16;0;1;2;146;153;405;79;452001
32;2020-06-16;6;0;9;167;124;354;89;253185
32;2020-06-16;5;0;5;128;29;186;90;63751
32;2020-06-16;24;10;51;1507;1224;3658;0;5962662
44;2020-06-16;1;0;1;50;66;160;09;598364
44;2020-06-16;1;2;3;125;114;322;19;659759
44;2020-06-16;3;4;11;223;211;526;29;616448
44;2020-06-16;3;3;6;249;204;579;39;675514
44;2020-06-16;3;2;8;290;231;683;49;694218
44;2020-06-16;3;5;9;285;287;751;59;754610
44;2020-06-16;2;1;4;293;306;800;69;703015
44;2020-06-16;5;4;9;261;251;681;79;465823
44;2020-06-16;4;4;8;217;158;501;89;276017
44;2020-06-16;1;3;4;83;33;185;90;67979
44;2020-06-16;26;28;63;2076;1861;5188;0;5511747
52;2020-06-16;0;0;1;33;46;103;09;437494
52;2020-06-16;0;0;2;58;64;168;19;496015
52;2020-06-16;2;2;4;142;88;309;29;397640
52;2020-06-16;1;1;2;143;84;312;39;456089
52;2020-06-16;0;0;1;132;70;289;49;487292
52;2020-06-16;2;0;2;122;74;265;59;483216
52;2020-06-16;1;0;1;78;64;195;69;463141
52;2020-06-16;3;4;8;65;74;192;79;327708
52;2020-06-16;2;0;2;112;86;257;89;195383
52;2020-06-16;0;0;1;65;33;155;90;57819
52;2020-06-16;11;7;24;950;683;2245;0;3801797
53;2020-06-16;0;0;0;44;34;81;09;356171
53;2020-06-16;0;0;0;43;42;88;19;417460
53;2020-06-16;1;0;1;60;57;117;29;336312
53;2020-06-16;0;0;0;82;52;136;39;378200
53;2020-06-16;0;0;0;79;67;148;49;424113
53;2020-06-16;0;0;0;88;74;165;59;442875
53;2020-06-16;0;0;0;61;65;128;69;436709
53;2020-06-16;1;0;1;74;82;157;79;310902
53;2020-06-16;2;1;3;122;62;184;89;188000
53;2020-06-16;0;0;0;49;19;68;90;49637
53;2020-06-16;4;1;5;702;554;1272;0;3340379
75;2020-06-16;0;0;0;52;62;138;09;598395
75;2020-06-16;0;0;0;79;82;202;19;694926
75;2020-06-16;0;0;0;138;150;331;29;595642
75;2020-06-16;0;0;0;168;129;323;39;679104
75;2020-06-16;0;0;1;171;122;339;49;757513
75;2020-06-16;0;0;0;172;155;361;59;804241
75;2020-06-16;0;0;0;182;148;370;69;809683
75;2020-06-16;0;0;0;155;145;324;79;601384
75;2020-06-16;0;0;0;185;112;313;89;353294
75;2020-06-16;1;0;1;117;50;171;90;105800
75;2020-06-16;1;0;2;1419;1156;2873;0;5999982
76;2020-06-16;0;0;0;40;64;132;09;624545
76;2020-06-16;0;0;0;95;92;211;19;695911
76;2020-06-16;0;0;0;198;168;409;29;635780
76;2020-06-16;2;1;4;191;185;431;39;694345
76;2020-06-16;0;0;1;208;185;441;49;740353
76;2020-06-16;2;1;5;224;170;466;59;786358
76;2020-06-16;0;0;0;223;204;474;69;753886
76;2020-06-16;1;0;2;229;197;477;79;572470
76;2020-06-16;0;0;0;187;158;368;89;325110
76;2020-06-16;1;0;1;122;52;189;90;96100
76;2020-06-16;6;2;13;1718;1475;3599;0;5924858
84;2020-06-16;0;0;3;89;100;236;09;940637
84;2020-06-16;2;1;3;120;142;315;19;999616
84;2020-06-16;2;1;4;227;207;504;29;894918
84;2020-06-16;2;3;7;271;185;544;39;1005784
84;2020-06-16;1;2;4;250;176;499;49;1035354
84;2020-06-16;0;1;2;251;205;522;59;1044459
84;2020-06-16;1;0;1;242;224;530;69;926660
84;2020-06-16;0;1;1;230;244;519;79;687362
84;2020-06-16;0;1;1;223;171;434;89;387722
84;2020-06-16;2;0;3;145;55;207;90;109865
84;2020-06-16;10;10;29;2048;1710;4311;0;8032377
93;2020-06-16;1;0;1;77;74;174;09;551927
93;2020-06-16;0;1;1;92;78;225;19;576838
93;2020-06-16;1;1;3;192;131;420;29;509956
93;2020-06-16;1;2;4;239;162;522;39;599102
93;2020-06-16;0;5;5;209;198;556;49;631386
93;2020-06-16;3;1;6;253;255;643;59;678493
93;2020-06-16;0;1;3;238;249;626;69;632786
93;2020-06-16;2;0;3;231;254;615;79;509519
93;2020-06-16;0;0;0;230;151;450;89;284990
93;2020-06-16;0;0;1;120;52;200;90;80654
93;2020-06-16;8;11;31;1882;1605;4437;0;5055651
94;2020-06-16;0;0;0;0;2;3;09;33744
94;2020-06-16;0;0;0;6;3;10;19;34811
94;2020-06-16;1;0;1;8;9;21;29;33361
94;2020-06-16;0;0;0;5;8;15;39;43624
94;2020-06-16;0;0;0;10;11;24;49;45205
94;2020-06-16;0;0;0;15;16;36;59;47970
94;2020-06-16;1;0;1;25;19;47;69;45095
94;2020-06-16;0;0;0;7;25;34;79;36685
94;2020-06-16;0;0;0;8;11;20;89;19405
94;2020-06-16;0;0;0;5;4;9;90;4779
94;2020-06-16;2;0;2;89;108;219;0;344679
01;2020-06-17;0;0;0;1;2;3;09;40134
01;2020-06-17;0;0;0;1;2;6;19;50483
01;2020-06-17;0;0;0;9;2;12;29;34558
01;2020-06-17;0;0;0;1;2;3;39;37149
01;2020-06-17;0;0;0;6;4;10;49;48928
01;2020-06-17;0;0;0;12;6;19;59;60524
01;2020-06-17;0;0;0;21;14;35;69;51113
01;2020-06-17;0;0;0;10;6;17;79;33062
01;2020-06-17;0;0;0;0;0;0;89;16008
01;2020-06-17;0;0;0;1;0;1;90;4920
01;2020-06-17;0;0;0;62;38;107;0;376879
02;2020-06-17;0;0;0;1;4;5;09;33991
02;2020-06-17;0;0;0;16;9;25;19;43014
02;2020-06-17;0;0;0;29;30;59;29;31496
02;2020-06-17;0;0;0;17;15;32;39;34280
02;2020-06-17;1;0;1;16;10;26;49;42967
02;2020-06-17;0;0;0;23;17;40;59;62671
02;2020-06-17;0;0;0;15;17;32;69;52556
