"reg";"cl_age90";"jour";"hosp";"rea";"HospConv";"SSR_USLD";"autres";"rad";"dc"
"28";"59";2020-05-14;33;8;NA;NA;NA;212;16
"28";"69";2020-05-14;79;14;NA;NA;NA;244;56
"28";"79";2020-05-14;113;15;NA;NA;NA;247;84
"28";"89";2020-05-14;157;5;NA;NA;NA;217;152
"28";"90";2020-05-14;98;0;NA;NA;NA;72;71
"32";"0";2020-05-14;1828;201;NA;NA;NA;4979;1588
"32";"09";2020-05-14;1;1;NA;NA;NA;44;0
"32";"19";2020-05-14;4;0;NA;NA;NA;28;0
"32";"29";2020-05-14;9;1;NA;NA;NA;191;1
"32";"39";2020-05-14;31;1;NA;NA;NA;364;4
"32";"49";2020-05-14;57;18;NA;NA;NA;565;12
"32";"59";2020-05-14;150;34;NA;NA;NA;823;63
"32";"69";2020-05-14;291;69;NA;NA;NA;854;214
"32";"79";2020-05-14;408;59;NA;NA;NA;895;344
"32";"89";2020-05-14;617;17;NA;NA;NA;846;624
"32";"90";2020-05-14;252;1;NA;NA;NA;350;319
"44";"0";2020-05-14;3026;255;NA;NA;NA;9436;3222
"44";"09";2020-05-14;15;1;NA;NA;NA;126;1
"44";"19";2020-05-14;8;1;NA;NA;NA;62;0
"44";"29";2020-05-14;17;2;NA;NA;NA;264;2
"44";"39";2020-05-14;43;5;NA;NA;NA;470;14
"44";"49";2020-05-14;81;14;NA;NA;NA;746;33
"44";"59";2020-05-14;230;43;NA;NA;NA;1412;88
"44";"69";2020-05-14;518;96;NA;NA;NA;1869;337
"44";"79";2020-05-14;707;80;NA;NA;NA;1942;806
"44";"89";2020-05-14;897;10;NA;NA;NA;1838;1314
"44";"90";2020-05-14;481;2;NA;NA;NA;645;615
"52";"0";2020-05-14;526;42;NA;NA;NA;1495;395
"52";"09";2020-05-14;1;0;NA;NA;NA;4;0
"52";"19";2020-05-14;0;0;NA;NA;NA;8;0
"52";"29";2020-05-14;2;2;NA;NA;NA;51;0
"52";"39";2020-05-14;6;1;NA;NA;NA;91;0
"52";"49";2020-05-14;10;2;NA;NA;NA;157;4
"52";"59";2020-05-14;26;11;NA;NA;NA;208;12
"52";"69";2020-05-14;69;11;NA;NA;NA;272;42
"52";"79";2020-05-14;114;13;NA;NA;NA;277;73
"52";"89";2020-05-14;183;2;NA;NA;NA;308;163
"52";"90";2020-05-14;115;0;NA;NA;NA;119;101
"53";"0";2020-05-14;286;29;NA;NA;NA;997;232
"53";"09";2020-05-14;0;0;NA;NA;NA;11;0
"53";"19";2020-05-14;1;0;NA;NA;NA;6;0
"53";"29";2020-05-14;1;0;NA;NA;NA;31;0
"53";"39";2020-05-14;2;0;NA;NA;NA;69;0
"53";"49";2020-05-14;14;2;NA;NA;NA;102;1
"53";"59";2020-05-14;27;6;NA;NA;NA;141;6
"53";"69";2020-05-14;40;9;NA;NA;NA;163;27
"53";"79";2020-05-14;75;12;NA;NA;NA;212;50
"53";"89";2020-05-14;79;0;NA;NA;NA;180;86
"53";"90";2020-05-14;44;0;NA;NA;NA;79;62
"75";"0";2020-05-14;454;68;NA;NA;NA;1709;367
"75";"09";2020-05-14;1;0;NA;NA;NA;11;0
"75";"19";2020-05-14;3;0;NA;NA;NA;11;0
"75";"29";2020-05-14;5;0;NA;NA;NA;59;2
"75";"39";2020-05-14;8;0;NA;NA;NA;104;2
"75";"49";2020-05-14;6;3;NA;NA;NA;151;2
"75";"59";2020-05-14;36;13;NA;NA;NA;287;13
"75";"69";2020-05-14;65;21;NA;NA;NA;344;32
"75";"79";2020-05-14;105;24;NA;NA;NA;277;85
"75";"89";2020-05-14;136;6;NA;NA;NA;304;140
"75";"90";2020-05-14;86;1;NA;NA;NA;152;91
"76";"0";2020-05-14;376;88;NA;NA;NA;2455;465
"76";"09";2020-05-14;0;0;NA;NA;NA;22;0
"76";"19";2020-05-14;1;0;NA;NA;NA;16;0
"76";"29";2020-05-14;3;0;NA;NA;NA;89;1
"76";"39";2020-05-14;3;2;NA;NA;NA;147;1
"76";"49";2020-05-14;14;6;NA;NA;NA;252;3
"76";"59";2020-05-14;35;11;NA;NA;NA;391;15
"76";"69";2020-05-14;62;29;NA;NA;NA;438;54
"76";"79";2020-05-14;91;28;NA;NA;NA;496;93
"76";"89";2020-05-14;105;12;NA;NA;NA;397;184
"76";"90";2020-05-14;62;0;NA;NA;NA;206;114
"84";"0";2020-05-14;1878;211;NA;NA;NA;6094;1537
"84";"09";2020-05-14;0;0;NA;NA;NA;42;0
"84";"19";2020-05-14;5;2;NA;NA;NA;44;0
"84";"29";2020-05-14;10;1;NA;NA;NA;211;1
"84";"39";2020-05-14;19;0;NA;NA;NA;333;4
"84";"49";2020-05-14;45;7;NA;NA;NA;493;11
"84";"59";2020-05-14;124;23;NA;NA;NA;853;44
"84";"69";2020-05-14;285;69;NA;NA;NA;1026;110
"84";"79";2020-05-14;465;88;NA;NA;NA;1165;308
"84";"89";2020-05-14;572;18;NA;NA;NA;1252;645
"84";"90";2020-05-14;343;1;NA;NA;NA;596;394
"93";"0";2020-05-14;1188;143;NA;NA;NA;4435;824
"93";"09";2020-05-14;0;0;NA;NA;NA;25;0
"93";"19";2020-05-14;0;0;NA;NA;NA;43;0
"93";"29";2020-05-14;11;3;NA;NA;NA;281;1
"93";"39";2020-05-14;20;0;NA;NA;NA;363;1
"93";"49";2020-05-14;34;9;NA;NA;NA;492;4
"93";"59";2020-05-14;77;25;NA;NA;NA;763;30
"93";"69";2020-05-14;158;29;NA;NA;NA;802;66
"93";"79";2020-05-14;291;47;NA;NA;NA;699;173
"93";"89";2020-05-14;376;27;NA;NA;NA;618;348
"93";"90";2020-05-14;218;3;NA;NA;NA;325;198
"94";"0";2020-05-14;48;8;NA;NA;NA;207;54
"94";"09";2020-05-14;0;0;NA;NA;NA;6;0
"94";"19";2020-05-14;0;0;NA;NA;NA;1;0
"94";"29";2020-05-14;0;0;NA;NA;NA;14;0
"94";"39";2020-05-14;0;0;NA;NA;NA;16;0
"94";"49";2020-05-14;1;0;NA;NA;NA;22;1
"94";"59";2020-05-14;1;1;NA;NA;NA;35;1
"94";"69";2020-05-14;10;4;NA;NA;NA;31;2
"94";"79";2020-05-14;18;3;NA;NA;NA;36;14
"94";"89";2020-05-14;10;0;NA;NA;NA;33;25
"94";"90";2020-05-14;8;0;NA;NA;NA;13;11
"01";"0";2020-05-15;14;4;NA;NA;NA;72;19
"01";"09";2020-05-15;0;0;NA;NA;NA;0;0
"01";"19";2020-05-15;0;0;NA;NA;NA;2;0
"01";"29";2020-05-15;0;0;NA;NA;NA;1;0
"01";"39";2020-05-15;1;0;NA;NA;NA;3;0
"01";"49";2020-05-15;0;0;NA;NA;NA;5;0
"01";"59";2020-05-15;1;0;NA;NA;NA;18;3
"01";"69";2020-05-15;4;2;NA;NA;NA;18;3
"01";"79";2020-05-15;3;1;NA;NA;NA;12;8
"01";"89";2020-05-15;5;1;NA;NA;NA;12;4
"01";"90";2020-05-15;0;0;NA;NA;NA;0;1
"02";"0";2020-05-15;20;5;NA;NA;NA;79;14
"02";"09";2020-05-15;0;0;NA;NA;NA;0;0
"02";"19";2020-05-15;0;0;NA;NA;NA;0;0
"02";"29";2020-05-15;0;0;NA;NA;NA;3;0
"02";"39";2020-05-15;0;0;NA;NA;NA;4;0
"02";"49";2020-05-15;1;1;NA;NA;NA;12;0
"02";"59";2020-05-15;8;3;NA;NA;NA;18;1
"02";"69";2020-05-15;6;1;NA;NA;NA;19;2
"02";"79";2020-05-15;4;0;NA;NA;NA;16;4
"02";"89";2020-05-15;1;0;NA;NA;NA;6;5
"02";"90";2020-05-15;0;0;NA;NA;NA;1;2
"03";"0";2020-05-15;9;0;NA;NA;NA;42;1
"03";"09";2020-05-15;0;0;NA;NA;NA;1;0
"03";"19";2020-05-15;1;0;NA;NA;NA;2;0
"03";"29";2020-05-15;4;0;NA;NA;NA;4;0
"03";"39";2020-05-15;0;0;NA;NA;NA;8;0
"03";"49";2020-05-15;1;0;NA;NA;NA;14;0
"03";"59";2020-05-15;2;0;NA;NA;NA;2;0
"03";"69";2020-05-15;0;0;NA;NA;NA;4;0
"03";"79";2020-05-15;1;0;NA;NA;NA;3;1
"03";"89";2020-05-15;0;0;NA;NA;NA;2;0
"03";"90";2020-05-15;0;0;NA;NA;NA;0;0
"04";"0";2020-05-15;13;4;NA;NA;NA;114;0
"04";"09";2020-05-15;0;0;NA;NA;NA;1;0
"04";"19";2020-05-15;1;0;NA;NA;NA;4;0
"04";"29";2020-05-15;1;0;NA;NA;NA;18;0
"04";"39";2020-05-15;0;0;NA;NA;NA;13;0
"04";"49";2020-05-15;3;1;NA;NA;NA;11;0
"04";"59";2020-05-15;3;0;NA;NA;NA;20;0
"04";"69";2020-05-15;3;2;NA;NA;NA;23;0
"04";"79";2020-05-15;0;0;NA;NA;NA;17;0
"04";"89";2020-05-15;2;1;NA;NA;NA;7;0
"04";"90";2020-05-15;0;0;NA;NA;NA;0;0
"06";"0";2020-05-15;53;10;NA;NA;NA;169;17
"06";"09";2020-05-15;2;1;NA;NA;NA;2;0
"06";"19";2020-05-15;1;0;NA;NA;NA;9;0
"06";"29";2020-05-15;5;1;NA;NA;NA;31;0
"06";"39";2020-05-15;5;0;NA;NA;NA;21;0
"06";"49";2020-05-15;8;1;NA;NA;NA;28;3
"06";"59";2020-05-15;14;3;NA;NA;NA;31;3
"06";"69";2020-05-15;10;2;NA;NA;NA;28;4
"06";"79";2020-05-15;4;1;NA;NA;NA;9;4
"06";"89";2020-05-15;3;0;NA;NA;NA;9;3
"06";"90";2020-05-15;0;0;NA;NA;NA;0;0
"11";"0";2020-05-15;8318;943;NA;NA;NA;21893;6694
"11";"09";2020-05-15;31;6;NA;NA;NA;241;2
"11";"19";2020-05-15;30;11;NA;NA;NA;136;3
"11";"29";2020-05-15;115;17;NA;NA;NA;689;11
"11";"39";2020-05-15;228;36;NA;NA;NA;1634;43
"11";"49";2020-05-15;448;91;NA;NA;NA;2596;123
"11";"59";2020-05-15;945;225;NA;NA;NA;3950;461
"11";"69";2020-05-15;1405;287;NA;NA;NA;4271;966
"11";"79";2020-05-15;1756;219;NA;NA;NA;3647;1573
"11";"89";2020-05-15;2043;36;NA;NA;NA;3128;2142
"11";"90";2020-05-15;1251;9;NA;NA;NA;1382;1317
"24";"0";2020-05-15;775;65;NA;NA;NA;1562;468
"24";"09";2020-05-15;0;0;NA;NA;NA;25;0
"24";"19";2020-05-15;0;0;NA;NA;NA;15;0
"24";"29";2020-05-15;2;1;NA;NA;NA;38;1
"24";"39";2020-05-15;10;2;NA;NA;NA;75;2
"24";"49";2020-05-15;11;2;NA;NA;NA;145;3
"24";"59";2020-05-15;43;9;NA;NA;NA;205;11
"24";"69";2020-05-15;113;18;NA;NA;NA;277;35
"24";"79";2020-05-15;163;29;NA;NA;NA;292;80
"24";"89";2020-05-15;257;3;NA;NA;NA;328;184
"24";"90";2020-05-15;171;1;NA;NA;NA;155;150
"27";"0";2020-05-15;831;94;NA;NA;NA;2955;958
"27";"09";2020-05-15;2;0;NA;NA;NA;19;0
"27";"19";2020-05-15;2;0;NA;NA;NA;24;0
"27";"29";2020-05-15;2;0;NA;NA;NA;80;0
"27";"39";2020-05-15;5;0;NA;NA;NA;150;2
"27";"49";2020-05-15;18;3;NA;NA;NA;250;5
"27";"59";2020-05-15;59;12;NA;NA;NA;372;21
"27";"69";2020-05-15;131;30;NA;NA;NA;502;78
"27";"79";2020-05-15;189;38;NA;NA;NA;610;197
"27";"89";2020-05-15;271;11;NA;NA;NA;676;430
"27";"90";2020-05-15;151;0;NA;NA;NA;268;223
"28";"0";2020-05-15;483;41;NA;NA;NA;1282;393
"28";"09";2020-05-15;1;0;NA;NA;NA;3;0
"28";"19";2020-05-15;0;0;NA;NA;NA;8;0
"28";"29";2020-05-15;2;0;NA;NA;NA;42;0
"28";"39";2020-05-15;4;0;NA;NA;NA;87;2
"28";"49";2020-05-15;8;1;NA;NA;NA;130;10
"28";"59";2020-05-15;31;7;NA;NA;NA;215;16
"28";"69";2020-05-15;79;14;NA;NA;NA;246;56
"28";"79";2020-05-15;113;14;NA;NA;NA;247;85
"28";"89";2020-05-15;153;5;NA;NA;NA;220;152
"28";"90";2020-05-15;91;0;NA;NA;NA;78;72
"32";"0";2020-05-15;1772;190;NA;NA;NA;5070;1604
"32";"09";2020-05-15;1;1;NA;NA;NA;44;0
"32";"19";2020-05-15;4;0;NA;NA;NA;28;0
"32";"29";2020-05-15;7;1;NA;NA;NA;195;1
"32";"39";2020-05-15;27;1;NA;NA;NA;367;4
"32";"49";2020-05-15;63;18;NA;NA;NA;568;12
"32";"59";2020-05-15;147;30;NA;NA;NA;825;63
"32";"69";2020-05-15;276;65;NA;NA;NA;865;218
"32";"79";2020-05-15;401;57;NA;NA;NA;912;346
"32";"89";2020-05-15;595;16;NA;NA;NA;880;630
"32";"90";2020-05-15;245;1;NA;NA;NA;365;323
"44";"0";2020-05-15;2932;253;NA;NA;NA;9587;3249
"44";"09";2020-05-15;13;0;NA;NA;NA;128;1
"44";"19";2020-05-15;8;1;NA;NA;NA;63;0
"44";"29";2020-05-15;15;2;NA;NA;NA;267;2
"44";"39";2020-05-15;47;7;NA;NA;NA;475;15
"44";"49";2020-05-15;78;13;NA;NA;NA;752;32
"44";"59";2020-05-15;223;43;NA;NA;NA;1421;89
"44";"69";2020-05-15;512;94;NA;NA;NA;1885;339
"44";"79";2020-05-15;693;80;NA;NA;NA;1973;808
"44";"89";2020-05-15;865;10;NA;NA;NA;1883;1321
"44";"90";2020-05-15;449;2;NA;NA;NA;678;628
"52";"0";2020-05-15;509;42;NA;NA;NA;1527;401
"52";"09";2020-05-15;1;0;NA;NA;NA;4;0
"52";"19";2020-05-15;0;0;NA;NA;NA;8;0
"52";"29";2020-05-15;2;2;NA;NA;NA;51;0
"52";"39";2020-05-15;6;1;NA;NA;NA;91;0
"52";"49";2020-05-15;10;2;NA;NA;NA;157;4
"52";"59";2020-05-15;27;11;NA;NA;NA;209;12
"52";"69";2020-05-15;64;9;NA;NA;NA;276;42
"52";"79";2020-05-15;112;14;NA;NA;NA;284;75
"52";"89";2020-05-15;174;2;NA;NA;NA;322;165
"52";"90";2020-05-15;113;1;NA;NA;NA;125;103
"53";"0";2020-05-15;265;27;NA;NA;NA;1020;233
"53";"09";2020-05-15;0;0;NA;NA;NA;11;0
"53";"19";2020-05-15;1;0;NA;NA;NA;6;0
"53";"29";2020-05-15;0;0;NA;NA;NA;32;0
"53";"39";2020-05-15;2;0;NA;NA;NA;69;0
"53";"49";2020-05-15;12;2;NA;NA;NA;103;1
"53";"59";2020-05-15;26;5;NA;NA;NA;143;6
"53";"69";2020-05-15;35;9;NA;NA;NA;166;27
"53";"79";2020-05-15;69;11;NA;NA;NA;219;50
"53";"89";2020-05-15;78;0;NA;NA;NA;184;86
"53";"90";2020-05-15;40;0;NA;NA;NA;84;63
"75";"0";2020-05-15;440;66;NA;NA;NA;1725;370
"75";"09";2020-05-15;1;0;NA;NA;NA;11;0
"75";"19";2020-05-15;3;0;NA;NA;NA;11;0
"75";"29";2020-05-15;5;0;NA;NA;NA;59;2
"75";"39";2020-05-15;7;0;NA;NA;NA;105;2
"75";"49";2020-05-15;6;3;NA;NA;NA;151;2
"75";"59";2020-05-15;36;11;NA;NA;NA;286;13
"75";"69";2020-05-15;64;21;NA;NA;NA;345;33
"75";"79";2020-05-15;101;24;NA;NA;NA;281;85
"75";"89";2020-05-15;130;6;NA;NA;NA;311;141
"75";"90";2020-05-15;84;1;NA;NA;NA;156;92
"76";"0";2020-05-15;354;83;NA;NA;NA;2477;467
"76";"09";2020-05-15;0;0;NA;NA;NA;22;0
"76";"19";2020-05-15;1;0;NA;NA;NA;16;0
"76";"29";2020-05-15;2;0;NA;NA;NA;89;1
"76";"39";2020-05-15;2;1;NA;NA;NA;148;1
"76";"49";2020-05-15;11;7;NA;NA;NA;255;3
"76";"59";2020-05-15;33;10;NA;NA;NA;393;15
"76";"69";2020-05-15;60;28;NA;NA;NA;440;54
"76";"79";2020-05-15;87;27;NA;NA;NA;500;94
"76";"89";2020-05-15;99;10;NA;NA;NA;402;185
"76";"90";2020-05-15;59;0;NA;NA;NA;211;114
"84";"0";2020-05-15;1833;205;NA;NA;NA;6148;1548
"84";"09";2020-05-15;1;0;NA;NA;NA;42;0
"84";"19";2020-05-15;5;2;NA;NA;NA;44;0
"84";"29";2020-05-15;11;1;NA;NA;NA;211;1
"84";"39";2020-05-15;19;0;NA;NA;NA;336;4
"84";"49";2020-05-15;44;5;NA;NA;NA;494;11
"84";"59";2020-05-15;120;21;NA;NA;NA;858;44
"84";"69";2020-05-15;277;66;NA;NA;NA;1034;112
"84";"79";2020-05-15;454;87;NA;NA;NA;1178;310
"84";"89";2020-05-15;557;20;NA;NA;NA;1268;647
"84";"90";2020-05-15;335;1;NA;NA;NA;605;399
"93";"0";2020-05-15;1138;125;NA;NA;NA;4506;831
"93";"09";2020-05-15;0;0;NA;NA;NA;25;0
"93";"19";2020-05-15;0;0;NA;NA;NA;43;0
"93";"29";2020-05-15;9;2;NA;NA;NA;285;1
"93";"39";2020-05-15;19;1;NA;NA;NA;365;1
"93";"49";2020-05-15;30;8;NA;NA;NA;496;4
"93";"59";2020-05-15;75;21;NA;NA;NA;771;30
"93";"69";2020-05-15;153;27;NA;NA;NA;809;68
"93";"79";2020-05-15;275;41;NA;NA;NA;720;174
"93";"89";2020-05-15;358;22;NA;NA;NA;638;351
"93";"90";2020-05-15;217;3;NA;NA;NA;330;199
"94";"0";2020-05-15;42;5;NA;NA;NA;211;56
"94";"09";2020-05-15;0;0;NA;NA;NA;6;0
"94";"19";2020-05-15;0;0;NA;NA;NA;1;0
"94";"29";2020-05-15;0;0;NA;NA;NA;14;0
"94";"39";2020-05-15;0;0;NA;NA;NA;16;0
"94";"49";2020-05-15;1;0;NA;NA;NA;22;1
"94";"59";2020-05-15;1;0;NA;NA;NA;35;1
"94";"69";2020-05-15;10;3;NA;NA;NA;31;2
"94";"79";2020-05-15;15;2;NA;NA;NA;38;15
"94";"89";2020-05-15;10;0;NA;NA;NA;33;25
"94";"90";2020-05-15;5;0;NA;NA;NA;15;12
"01";"0";2020-05-16;14;3;NA;NA;NA;72;19
"01";"09";2020-05-16;0;0;NA;NA;NA;0;0
"01";"19";2020-05-16;0;0;NA;NA;NA;2;0
"01";"29";2020-05-16;0;0;NA;NA;NA;1;0
"01";"39";2020-05-16;1;0;NA;NA;NA;3;0
"01";"49";2020-05-16;0;0;NA;NA;NA;5;0
"01";"59";2020-05-16;1;0;NA;NA;NA;18;3
"01";"69";2020-05-16;4;2;NA;NA;NA;18;3
"01";"79";2020-05-16;3;0;NA;NA;NA;12;8
"01";"89";2020-05-16;5;1;NA;NA;NA;12;4
"01";"90";2020-05-16;0;0;NA;NA;NA;0;1
"02";"0";2020-05-16;19;5;NA;NA;NA;80;14
"02";"09";2020-05-16;0;0;NA;NA;NA;0;0
"02";"19";2020-05-16;0;0;NA;NA;NA;0;0
"02";"29";2020-05-16;0;0;NA;NA;NA;3;0
"02";"39";2020-05-16;0;0;NA;NA;NA;4;0
"02";"49";2020-05-16;1;1;NA;NA;NA;12;0
"02";"59";2020-05-16;8;3;NA;NA;NA;18;1
"02";"69";2020-05-16;5;1;NA;NA;NA;20;2
"02";"79";2020-05-16;4;0;NA;NA;NA;16;4
"02";"89";2020-05-16;1;0;NA;NA;NA;6;5
"02";"90";2020-05-16;0;0;NA;NA;NA;1;2
"03";"0";2020-05-16;8;0;NA;NA;NA;43;1
"03";"09";2020-05-16;0;0;NA;NA;NA;1;0
"03";"19";2020-05-16;1;0;NA;NA;NA;2;0
"03";"29";2020-05-16;3;0;NA;NA;NA;5;0
"03";"39";2020-05-16;0;0;NA;NA;NA;8;0
"03";"49";2020-05-16;1;0;NA;NA;NA;14;0
"03";"59";2020-05-16;3;0;NA;NA;NA;2;0
"03";"69";2020-05-16;0;0;NA;NA;NA;4;0
"03";"79";2020-05-16;0;0;NA;NA;NA;3;1
"03";"89";2020-05-16;0;0;NA;NA;NA;2;0
"03";"90";2020-05-16;0;0;NA;NA;NA;0;0
"04";"0";2020-05-16;12;4;NA;NA;NA;115;0
"04";"09";2020-05-16;0;0;NA;NA;NA;1;0
"04";"19";2020-05-16;1;0;NA;NA;NA;4;0
"04";"29";2020-05-16;1;0;NA;NA;NA;18;0
"04";"39";2020-05-16;0;0;NA;NA;NA;13;0
"04";"49";2020-05-16;3;1;NA;NA;NA;11;0
"04";"59";2020-05-16;1;0;NA;NA;NA;21;0
"04";"69";2020-05-16;3;2;NA;NA;NA;23;0
"04";"79";2020-05-16;1;0;NA;NA;NA;17;0
"04";"89";2020-05-16;2;1;NA;NA;NA;7;0
"04";"90";2020-05-16;0;0;NA;NA;NA;0;0
"06";"0";2020-05-16;50;11;NA;NA;NA;176;17
"06";"09";2020-05-16;2;1;NA;NA;NA;2;0
"06";"19";2020-05-16;1;0;NA;NA;NA;9;0
"06";"29";2020-05-16;5;1;NA;NA;NA;31;0
"06";"39";2020-05-16;6;1;NA;NA;NA;22;0
"06";"49";2020-05-16;5;1;NA;NA;NA;31;3
"06";"59";2020-05-16;14;3;NA;NA;NA;32;3
"06";"69";2020-05-16;10;2;NA;NA;NA;29;4
"06";"79";2020-05-16;3;1;NA;NA;NA;10;4
"06";"89";2020-05-16;3;0;NA;NA;NA;9;3
"06";"90";2020-05-16;0;0;NA;NA;NA;0;0
"11";"0";2020-05-16;8164;917;NA;NA;NA;22119;6710
"11";"09";2020-05-16;31;6;NA;NA;NA;245;2
"11";"19";2020-05-16;30;11;NA;NA;NA;138;3
"11";"29";2020-05-16;108;17;NA;NA;NA;697;11
"11";"39";2020-05-16;222;35;NA;NA;NA;1641;43
"11";"49";2020-05-16;440;87;NA;NA;NA;2607;123
"11";"59";2020-05-16;937;230;NA;NA;NA;3964;462
"11";"69";2020-05-16;1382;273;NA;NA;NA;4296;970
"11";"79";2020-05-16;1728;209;NA;NA;NA;3689;1574
"11";"89";2020-05-16;1997;34;NA;NA;NA;3197;2148
"11";"90";2020-05-16;1223;9;NA;NA;NA;1425;1321
"24";"0";2020-05-16;755;60;NA;NA;NA;1577;471
"24";"09";2020-05-16;0;0;NA;NA;NA;25;0
"24";"19";2020-05-16;0;0;NA;NA;NA;15;0
"24";"29";2020-05-16;2;1;NA;NA;NA;38;1
"24";"39";2020-05-16;10;2;NA;NA;NA;75;2
"24";"49";2020-05-16;11;2;NA;NA;NA;145;3
"24";"59";2020-05-16;41;9;NA;NA;NA;206;11
"24";"69";2020-05-16;109;16;NA;NA;NA;280;36
"24";"79";2020-05-16;156;27;NA;NA;NA;298;80
"24";"89";2020-05-16;253;2;NA;NA;NA;332;184
"24";"90";2020-05-16;168;1;NA;NA;NA;156;152
"27";"0";2020-05-16;811;94;NA;NA;NA;2975;959
"27";"09";2020-05-16;2;1;NA;NA;NA;19;0
"27";"19";2020-05-16;2;0;NA;NA;NA;24;0
"27";"29";2020-05-16;2;0;NA;NA;NA;80;0
"27";"39";2020-05-16;4;0;NA;NA;NA;150;3
"27";"49";2020-05-16;15;3;NA;NA;NA;251;5
"27";"59";2020-05-16;56;12;NA;NA;NA;374;21
"27";"69";2020-05-16;127;30;NA;NA;NA;506;78
"27";"79";2020-05-16;185;37;NA;NA;NA;613;196
"27";"89";2020-05-16;263;11;NA;NA;NA;685;431
"27";"90";2020-05-16;154;0;NA;NA;NA;269;223
"28";"0";2020-05-16;464;36;NA;NA;NA;1303;394
"28";"09";2020-05-16;0;0;NA;NA;NA;3;0
"28";"19";2020-05-16;0;0;NA;NA;NA;8;0
"28";"29";2020-05-16;2;0;NA;NA;NA;42;0
"28";"39";2020-05-16;5;0;NA;NA;NA;87;2
"28";"49";2020-05-16;8;1;NA;NA;NA;130;10
"28";"59";2020-05-16;32;6;NA;NA;NA;215;16
"28";"69";2020-05-16;75;12;NA;NA;NA;249;56
"28";"79";2020-05-16;106;13;NA;NA;NA;253;86
"28";"89";2020-05-16;143;4;NA;NA;NA;231;152
"28";"90";2020-05-16;92;0;NA;NA;NA;79;72
"32";"0";2020-05-16;1767;186;NA;NA;NA;5111;1616
"32";"09";2020-05-16;1;1;NA;NA;NA;44;0
"32";"19";2020-05-16;4;0;NA;NA;NA;28;0
"32";"29";2020-05-16;8;1;NA;NA;NA;195;1
"32";"39";2020-05-16;27;0;NA;NA;NA;370;4
"32";"49";2020-05-16;63;18;NA;NA;NA;572;12
"32";"59";2020-05-16;144;28;NA;NA;NA;831;64
"32";"69";2020-05-16;275;65;NA;NA;NA;871;221
"32";"79";2020-05-16;399;58;NA;NA;NA;923;348
"32";"89";2020-05-16;593;14;NA;NA;NA;889;635
"32";"90";2020-05-16;248;1;NA;NA;NA;367;324
"44";"0";2020-05-16;2834;247;NA;NA;NA;9704;3256
"44";"09";2020-05-16;12;0;NA;NA;NA;129;1
"44";"19";2020-05-16;7;1;NA;NA;NA;64;0
"44";"29";2020-05-16;14;2;NA;NA;NA;269;2
"44";"39";2020-05-16;46;8;NA;NA;NA;475;15
"44";"49";2020-05-16;75;12;NA;NA;NA;757;32
"44";"59";2020-05-16;221;42;NA;NA;NA;1427;90
"44";"69";2020-05-16;498;91;NA;NA;NA;1902;343
"44";"79";2020-05-16;673;77;NA;NA;NA;2000;812
"44";"89";2020-05-16;833;11;NA;NA;NA;1916;1321
"44";"90";2020-05-16;426;2;NA;NA;NA;703;626
"52";"0";2020-05-16;497;39;NA;NA;NA;1538;407
"52";"09";2020-05-16;1;0;NA;NA;NA;4;0
"52";"19";2020-05-16;0;0;NA;NA;NA;8;0
"52";"29";2020-05-16;2;2;NA;NA;NA;51;0
"52";"39";2020-05-16;7;1;NA;NA;NA;91;0
"52";"49";2020-05-16;10;2;NA;NA;NA;158;4
"52";"59";2020-05-16;24;10;NA;NA;NA;211;12
"52";"69";2020-05-16;62;9;NA;NA;NA;278;42
"52";"79";2020-05-16;111;13;NA;NA;NA;284;76
"52";"89";2020-05-16;170;1;NA;NA;NA;326;167
"52";"90";2020-05-16;109;1;NA;NA;NA;127;106
"53";"0";2020-05-16;264;29;NA;NA;NA;1033;235
"53";"09";2020-05-16;0;0;NA;NA;NA;11;0
"53";"19";2020-05-16;1;0;NA;NA;NA;6;0
"53";"29";2020-05-16;0;0;NA;NA;NA;32;0
"53";"39";2020-05-16;3;1;NA;NA;NA;69;0
"53";"49";2020-05-16;10;2;NA;NA;NA;105;1
"53";"59";2020-05-16;26;5;NA;NA;NA;143;6
"53";"69";2020-05-16;34;8;NA;NA;NA;170;27
"53";"79";2020-05-16;68;13;NA;NA;NA;221;50
"53";"89";2020-05-16;80;0;NA;NA;NA;188;87
"53";"90";2020-05-16;40;0;NA;NA;NA;85;64
"75";"0";2020-05-16;433;64;NA;NA;NA;1736;371
"75";"09";2020-05-16;1;0;NA;NA;NA;11;0
"75";"19";2020-05-16;3;0;NA;NA;NA;11;0
"75";"29";2020-05-16;5;0;NA;NA;NA;59;2
"75";"39";2020-05-16;5;0;NA;NA;NA;107;2
"75";"49";2020-05-16;6;3;NA;NA;NA;151;2
"75";"59";2020-05-16;36;11;NA;NA;NA;288;13
"75";"69";2020-05-16;66;20;NA;NA;NA;345;33
"75";"79";2020-05-16;100;24;NA;NA;NA;283;85
"75";"89";2020-05-16;126;5;NA;NA;NA;315;141
"75";"90";2020-05-16;82;1;NA;NA;NA;157;93
"76";"0";2020-05-16;349;80;NA;NA;NA;2492;469
"76";"09";2020-05-16;3;0;NA;NA;NA;22;0
"76";"19";2020-05-16;1;0;NA;NA;NA;16;0
"76";"29";2020-05-16;1;0;NA;NA;NA;90;1
"76";"39";2020-05-16;2;1;NA;NA;NA;148;1
