dep;jour;P;T;cl_age90;pop
01;2020-11-17;352;2419;0;656955
01;2020-11-18;6;89;09;83001
01;2020-11-18;36;372;19;84665
01;2020-11-18;39;375;29;65496
01;2020-11-18;43;405;39;85588
01;2020-11-18;42;392;49;89678
01;2020-11-18;43;376;59;89791
01;2020-11-18;32;204;69;73500
01;2020-11-18;17;155;79;51011
01;2020-11-18;18;147;89;26830
01;2020-11-18;17;105;90;7395
01;2020-11-18;293;2620;0;656955
01;2020-11-19;15;86;09;83001
01;2020-11-19;40;462;19;84665
01;2020-11-19;32;292;29;65496
01;2020-11-19;42;332;39;85588
01;2020-11-19;43;345;49;89678
01;2020-11-19;38;344;59;89791
01;2020-11-19;18;193;69;73500
01;2020-11-19;20;132;79;51011
01;2020-11-19;25;162;89;26830
01;2020-11-19;17;112;90;7395
01;2020-11-19;290;2460;0;656955
01;2020-11-20;7;98;09;83001
01;2020-11-20;34;464;19;84665
01;2020-11-20;35;288;29;65496
01;2020-11-20;35;351;39;85588
01;2020-11-20;46;327;49;89678
01;2020-11-20;34;312;59;89791
01;2020-11-20;24;193;69;73500
01;2020-11-20;14;137;79;51011
01;2020-11-20;17;105;89;26830
01;2020-11-20;15;60;90;7395
01;2020-11-20;261;2335;0;656955
01;2020-11-21;3;27;09;83001
01;2020-11-21;11;109;19;84665
01;2020-11-21;8;102;29;65496
01;2020-11-21;14;119;39;85588
01;2020-11-21;10;135;49;89678
01;2020-11-21;17;124;59;89791
01;2020-11-21;6;91;69;73500
01;2020-11-21;4;44;79;51011
01;2020-11-21;5;35;89;26830
01;2020-11-21;1;14;90;7395
01;2020-11-21;79;800;0;656955
01;2020-11-22;0;0;09;83001
01;2020-11-22;2;9;19;84665
01;2020-11-22;2;15;29;65496
01;2020-11-22;3;19;39;85588
01;2020-11-22;1;16;49;89678
01;2020-11-22;6;17;59;89791
01;2020-11-22;2;19;69;73500
01;2020-11-22;0;18;79;51011
01;2020-11-22;1;19;89;26830
01;2020-11-22;0;15;90;7395
01;2020-11-22;17;147;0;656955
01;2020-11-23;7;107;09;83001
01;2020-11-23;49;365;19;84665
01;2020-11-23;35;299;29;65496
01;2020-11-23;37;346;39;85588
01;2020-11-23;51;365;49;89678
01;2020-11-23;62;342;59;89791
01;2020-11-23;33;244;69;73500
01;2020-11-23;21;207;79;51011
01;2020-11-23;17;145;89;26830
01;2020-11-23;13;123;90;7395
01;2020-11-23;325;2543;0;656955
01;2020-11-24;7;71;09;83001
01;2020-11-24;29;263;19;84665
01;2020-11-24;16;212;29;65496
01;2020-11-24;26;260;39;85588
01;2020-11-24;31;232;49;89678
01;2020-11-24;27;237;59;89791
01;2020-11-24;14;158;69;73500
01;2020-11-24;16;121;79;51011
01;2020-11-24;14;97;89;26830
01;2020-11-24;7;50;90;7395
01;2020-11-24;187;1701;0;656955
01;2020-11-25;3;41;09;83001
01;2020-11-25;19;303;19;84665
01;2020-11-25;26;247;29;65496
01;2020-11-25;23;223;39;85588
01;2020-11-25;19;225;49;89678
01;2020-11-25;25;223;59;89791
01;2020-11-25;20;128;69;73500
01;2020-11-25;15;116;79;51011
01;2020-11-25;16;96;89;26830
01;2020-11-25;10;79;90;7395
01;2020-11-25;176;1681;0;656955
01;2020-11-26;8;61;09;83001
01;2020-11-26;32;266;19;84665
01;2020-11-26;25;214;29;65496
01;2020-11-26;28;282;39;85588
01;2020-11-26;32;252;49;89678
01;2020-11-26;30;243;59;89791
01;2020-11-26;24;157;69;73500
01;2020-11-26;14;127;79;51011
01;2020-11-26;30;160;89;26830
01;2020-11-26;26;152;90;7395
01;2020-11-26;249;1914;0;656955
01;2020-11-27;8;85;09;83001
01;2020-11-27;35;267;19;84665
01;2020-11-27;24;220;29;65496
01;2020-11-27;27;268;39;85588
01;2020-11-27;22;266;49;89678
01;2020-11-27;30;239;59;89791
01;2020-11-27;22;206;69;73500
01;2020-11-27;13;135;79;51011
01;2020-11-27;4;92;89;26830
01;2020-11-27;5;39;90;7395
01;2020-11-27;190;1817;0;656955
01;2020-11-28;4;35;09;83001
01;2020-11-28;13;107;19;84665
01;2020-11-28;9;91;29;65496
01;2020-11-28;17;118;39;85588
01;2020-11-28;11;124;49;89678
01;2020-11-28;20;136;59;89791
01;2020-11-28;10;92;69;73500
01;2020-11-28;6;59;79;51011
01;2020-11-28;4;37;89;26830
01;2020-11-28;2;12;90;7395
01;2020-11-28;96;811;0;656955
01;2020-11-29;1;2;09;83001
01;2020-11-29;3;16;19;84665
01;2020-11-29;1;14;29;65496
01;2020-11-29;2;13;39;85588
01;2020-11-29;2;16;49;89678
01;2020-11-29;0;13;59;89791
01;2020-11-29;0;13;69;73500
01;2020-11-29;1;13;79;51011
01;2020-11-29;1;13;89;26830
01;2020-11-29;2;15;90;7395
01;2020-11-29;13;128;0;656955
01;2020-11-30;9;85;09;83001
01;2020-11-30;27;271;19;84665
01;2020-11-30;25;239;29;65496
01;2020-11-30;39;300;39;85588
01;2020-11-30;33;267;49;89678
01;2020-11-30;29;256;59;89791
01;2020-11-30;21;215;69;73500
01;2020-11-30;15;154;79;51011
01;2020-11-30;15;126;89;26830
01;2020-11-30;12;88;90;7395
01;2020-11-30;225;2002;0;656955
01;2020-12-01;8;73;09;83001
01;2020-12-01;24;226;19;84665
01;2020-12-01;19;209;29;65496
01;2020-12-01;22;226;39;85588
01;2020-12-01;18;216;49;89678
01;2020-12-01;22;217;59;89791
01;2020-12-01;9;134;69;73500
01;2020-12-01;12;101;79;51011
01;2020-12-01;5;82;89;26830
01;2020-12-01;2;50;90;7395
01;2020-12-01;141;1534;0;656955
01;2020-12-02;15;71;09;83001
01;2020-12-02;18;169;19;84665
01;2020-12-02;19;206;29;65496
01;2020-12-02;24;235;39;85588
01;2020-12-02;28;201;49;89678
01;2020-12-02;20;171;59;89791
01;2020-12-02;19;127;69;73500
01;2020-12-02;19;86;79;51011
01;2020-12-02;14;87;89;26830
01;2020-12-02;10;79;90;7395
01;2020-12-02;186;1432;0;656955
01;2020-12-03;8;66;09;83001
01;2020-12-03;14;241;19;84665
01;2020-12-03;25;213;29;65496
01;2020-12-03;22;269;39;85588
01;2020-12-03;20;213;49;89678
01;2020-12-03;25;263;59;89791
01;2020-12-03;15;161;69;73500
01;2020-12-03;8;119;79;51011
01;2020-12-03;7;116;89;26830
01;2020-12-03;7;85;90;7395
01;2020-12-03;151;1746;0;656955
01;2020-12-04;9;54;09;83001
01;2020-12-04;26;255;19;84665
01;2020-12-04;20;214;29;65496
01;2020-12-04;20;235;39;85588
01;2020-12-04;22;257;49;89678
01;2020-12-04;23;228;59;89791
01;2020-12-04;22;174;69;73500
01;2020-12-04;3;126;79;51011
01;2020-12-04;11;90;89;26830
01;2020-12-04;5;40;90;7395
01;2020-12-04;161;1673;0;656955
01;2020-12-05;3;29;09;83001
01;2020-12-05;12;81;19;84665
01;2020-12-05;10;90;29;65496
01;2020-12-05;12;108;39;85588
01;2020-12-05;10;104;49;89678
01;2020-12-05;15;123;59;89791
01;2020-12-05;8;84;69;73500
01;2020-12-05;1;64;79;51011
01;2020-12-05;3;27;89;26830
01;2020-12-05;1;15;90;7395
01;2020-12-05;75;726;0;656955
01;2020-12-06;2;7;09;83001
01;2020-12-06;4;11;19;84665
01;2020-12-06;2;10;29;65496
01;2020-12-06;1;16;39;85588
01;2020-12-06;0;13;49;89678
01;2020-12-06;1;13;59;89791
01;2020-12-06;1;15;69;73500
01;2020-12-06;0;12;79;51011
01;2020-12-06;2;20;89;26830
01;2020-12-06;0;7;90;7395
01;2020-12-06;13;124;0;656955
01;2020-12-07;9;80;09;83001
01;2020-12-07;27;241;19;84665
01;2020-12-07;29;263;29;65496
01;2020-12-07;39;336;39;85588
01;2020-12-07;40;306;49;89678
01;2020-12-07;49;326;59;89791
01;2020-12-07;28;260;69;73500
01;2020-12-07;12;171;79;51011
01;2020-12-07;15;113;89;26830
01;2020-12-07;8;55;90;7395
01;2020-12-07;256;2153;0;656955
01;2020-12-08;4;65;09;83001
01;2020-12-08;30;226;19;84665
01;2020-12-08;24;208;29;65496
01;2020-12-08;33;295;39;85588
01;2020-12-08;22;238;49;89678
01;2020-12-08;28;253;59;89791
01;2020-12-08;16;174;69;73500
01;2020-12-08;10;121;79;51011
01;2020-12-08;13;117;89;26830
01;2020-12-08;7;55;90;7395
01;2020-12-08;187;1752;0;656955
01;2020-12-09;3;54;09;83001
01;2020-12-09;24;222;19;84665
01;2020-12-09;18;262;29;65496
01;2020-12-09;25;293;39;85588
01;2020-12-09;21;257;49;89678
01;2020-12-09;32;253;59;89791
01;2020-12-09;15;180;69;73500
01;2020-12-09;13;129;79;51011
01;2020-12-09;11;73;89;26830
01;2020-12-09;1;33;90;7395
01;2020-12-09;163;1757;0;656955
01;2020-12-10;10;70;09;83001
01;2020-12-10;26;256;19;84665
01;2020-12-10;23;289;29;65496
01;2020-12-10;26;315;39;85588
01;2020-12-10;31;302;49;89678
01;2020-12-10;17;246;59;89791
01;2020-12-10;14;175;69;73500
01;2020-12-10;11;133;79;51011
01;2020-12-10;8;112;89;26830
01;2020-12-10;5;59;90;7395
01;2020-12-10;171;1957;0;656955
01;2020-12-11;7;79;09;83001
01;2020-12-11;26;410;19;84665
01;2020-12-11;33;297;29;65496
01;2020-12-11;25;291;39;85588
01;2020-12-11;18;313;49;89678
01;2020-12-11;12;282;59;89791
01;2020-12-11;22;202;69;73500
01;2020-12-11;13;150;79;51011
01;2020-12-11;6;86;89;26830
01;2020-12-11;4;46;90;7395
01;2020-12-11;166;2156;0;656955
01;2020-12-12;4;40;09;83001
01;2020-12-12;10;101;19;84665
01;2020-12-12;14;145;29;65496
01;2020-12-12;6;151;39;85588
01;2020-12-12;11;140;49;89678
01;2020-12-12;16;158;59;89791
01;2020-12-12;11;107;69;73500
01;2020-12-12;3;71;79;51011
01;2020-12-12;8;57;89;26830
01;2020-12-12;4;18;90;7395
01;2020-12-12;87;988;0;656955
01;2020-12-13;0;4;09;83001
01;2020-12-13;1;16;19;84665
01;2020-12-13;4;19;29;65496
01;2020-12-13;0;24;39;85588
01;2020-12-13;3;36;49;89678
01;2020-12-13;1;34;59;89791
01;2020-12-13;2;39;69;73500
01;2020-12-13;2;44;79;51011
01;2020-12-13;1;29;89;26830
01;2020-12-13;1;9;90;7395
01;2020-12-13;15;254;0;656955
01;2020-12-14;7;90;09;83001
01;2020-12-14;37;703;19;84665
01;2020-12-14;35;297;29;65496
01;2020-12-14;41;415;39;85588
01;2020-12-14;45;370;49;89678
01;2020-12-14;28;366;59;89791
01;2020-12-14;20;288;69;73500
01;2020-12-14;14;187;79;51011
01;2020-12-14;13;134;89;26830
01;2020-12-14;11;56;90;7395
01;2020-12-14;251;2906;0;656955
01;2020-12-15;11;87;09;83001
01;2020-12-15;30;1200;19;84665
01;2020-12-15;31;347;29;65496
01;2020-12-15;25;438;39;85588
01;2020-12-15;22;385;49;89678
01;2020-12-15;26;398;59;89791
01;2020-12-15;14;288;69;73500
01;2020-12-15;12;182;79;51011
01;2020-12-15;18;135;89;26830
01;2020-12-15;18;100;90;7395
01;2020-12-15;207;3560;0;656955
01;2020-12-16;6;129;09;83001
01;2020-12-16;27;641;19;84665
01;2020-12-16;26;341;29;65496
01;2020-12-16;29;441;39;85588
01;2020-12-16;18;455;49;89678
01;2020-12-16;24;385;59;89791
01;2020-12-16;16;336;69;73500
01;2020-12-16;14;184;79;51011
01;2020-12-16;1;86;89;26830
01;2020-12-16;6;46;90;7395
01;2020-12-16;167;3047;0;656955
01;2020-12-17;7;127;09;83001
01;2020-12-17;40;1073;19;84665
01;2020-12-17;19;488;29;65496
01;2020-12-17;32;673;39;85588
01;2020-12-17;30;614;49;89678
01;2020-12-17;34;572;59;89791
01;2020-12-17;23;432;69;73500
01;2020-12-17;15;285;79;51011
01;2020-12-17;6;171;89;26830
01;2020-12-17;3;87;90;7395
01;2020-12-17;209;4528;0;656955
01;2020-12-18;7;184;09;83001
01;2020-12-18;32;881;19;84665
01;2020-12-18;23;666;29;65496
01;2020-12-18;48;1063;39;85588
01;2020-12-18;47;1193;49;89678
01;2020-12-18;34;1116;59;89791
01;2020-12-18;42;1347;69;73500
01;2020-12-18;22;1131;79;51011
01;2020-12-18;9;333;89;26830
01;2020-12-18;2;44;90;7395
01;2020-12-18;266;7958;0;656955
01;2020-12-19;2;202;09;83001
01;2020-12-19;34;805;19;84665
01;2020-12-19;15;586;29;65496
01;2020-12-19;23;891;39;85588
01;2020-12-19;43;1226;49;89678
01;2020-12-19;28;1073;59;89791
01;2020-12-19;17;952;69;73500
01;2020-12-19;18;777;79;51011
01;2020-12-19;10;240;89;26830
01;2020-12-19;2;27;90;7395
01;2020-12-19;192;6780;0;656955
01;2020-12-20;6;177;09;83001
01;2020-12-20;17;557;19;84665
01;2020-12-20;11;411;29;65496
01;2020-12-20;9;604;39;85588
01;2020-12-20;24;787;49;89678
01;2020-12-20;31;712;59;89791
01;2020-12-20;14;668;69;73500
01;2020-12-20;9;500;79;51011
01;2020-12-20;4;147;89;26830
01;2020-12-20;0;17;90;7395
01;2020-12-20;125;4581;0;656955
01;2020-12-21;10;239;09;83001
01;2020-12-21;30;819;19;84665
01;2020-12-21;29;736;29;65496
01;2020-12-21;34;934;39;85588
01;2020-12-21;40;1035;49;89678
01;2020-12-21;38;910;59;89791
01;2020-12-21;15;750;69;73500
01;2020-12-21;20;595;79;51011
01;2020-12-21;15;265;89;26830
01;2020-12-21;4;53;90;7395
01;2020-12-21;235;6337;0;656955
01;2020-12-22;13;252;09;83001
01;2020-12-22;29;972;19;84665
01;2020-12-22;28;856;29;65496
01;2020-12-22;28;1074;39;85588
01;2020-12-22;48;1177;49;89678
01;2020-12-22;33;1042;59;89791
01;2020-12-22;22;786;69;73500
01;2020-12-22;18;644;79;51011
01;2020-12-22;16;280;89;26830
01;2020-12-22;19;91;90;7395
01;2020-12-22;254;7174;0;656955
01;2020-12-23;5;290;09;83001
01;2020-12-23;23;1100;19;84665
01;2020-12-23;20;1025;29;65496
01;2020-12-23;38;1250;39;85588
01;2020-12-23;25;1330;49;89678
01;2020-12-23;27;1138;59;89791
01;2020-12-23;21;830;69;73500
01;2020-12-23;8;535;79;51011
01;2020-12-23;7;254;89;26830
01;2020-12-23;9;164;90;7395
01;2020-12-23;183;7918;0;656955
01;2020-12-24;4;141;09;83001
01;2020-12-24;27;631;19;84665
01;2020-12-24;18;687;29;65496
01;2020-12-24;19;770;39;85588
01;2020-12-24;18;790;49;89678
01;2020-12-24;23;679;59;89791
01;2020-12-24;8;428;69;73500
01;2020-12-24;9;246;79;51011
01;2020-12-24;3;119;89;26830
01;2020-12-24;4;25;90;7395
01;2020-12-24;133;4516;0;656955
01;2020-12-25;0;9;09;83001
01;2020-12-25;2;22;19;84665
01;2020-12-25;3;34;29;65496
01;2020-12-25;1;36;39;85588
01;2020-12-25;0;33;49;89678
01;2020-12-25;2;24;59;89791
01;2020-12-25;1;32;69;73500
01;2020-12-25;1;22;79;51011
01;2020-12-25;0;13;89;26830
01;2020-12-25;1;7;90;7395
01;2020-12-25;11;232;0;656955
01;2020-12-26;3;58;09;83001
01;2020-12-26;14;183;19;84665
01;2020-12-26;20;243;29;65496
01;2020-12-26;16;291;39;85588
01;2020-12-26;14;279;49;89678
01;2020-12-26;13;252;59;89791
01;2020-12-26;10;170;69;73500
01;2020-12-26;10;125;79;51011
01;2020-12-26;3;57;89;26830
01;2020-12-26;1;22;90;7395
01;2020-12-26;104;1681;0;656955
01;2020-12-27;0;11;09;83001
01;2020-12-27;2;29;19;84665
01;2020-12-27;4;34;29;65496
01;2020-12-27;2;41;39;85588
01;2020-12-27;3;42;49;89678
01;2020-12-27;1;23;59;89791
01;2020-12-27;3;25;69;73500
01;2020-12-27;4;27;79;51011
01;2020-12-27;2;32;89;26830
01;2020-12-27;1;14;90;7395
01;2020-12-27;22;278;0;656955
01;2020-12-28;7;100;09;83001
01;2020-12-28;36;360;19;84665
01;2020-12-28;44;556;29;65496
01;2020-12-28;32;494;39;85588
01;2020-12-28;40;502;49;89678
01;2020-12-28;36;439;59;89791
01;2020-12-28;32;405;69;73500
01;2020-12-28;13;208;79;51011
01;2020-12-28;12;110;89;26830
01;2020-12-28;6;50;90;7395
01;2020-12-28;258;3224;0;656955
01;2020-12-29;3;72;09;83001
01;2020-12-29;19;321;19;84665
01;2020-12-29;27;459;29;65496
01;2020-12-29;40;441;39;85588
01;2020-12-29;41;381;49;89678
01;2020-12-29;33;369;59;89791
01;2020-12-29;21;269;69;73500
01;2020-12-29;10;200;79;51011
01;2020-12-29;7;140;89;26830
01;2020-12-29;16;108;90;7395
01;2020-12-29;217;2760;0;656955
01;2020-12-30;5;80;09;83001
01;2020-12-30;20;379;19;84665
01;2020-12-30;36;561;29;65496
01;2020-12-30;35;445;39;85588
01;2020-12-30;32;394;49;89678
01;2020-12-30;27;433;59;89791
01;2020-12-30;25;336;69;73500
01;2020-12-30;10;213;79;51011
01;2020-12-30;18;169;89;26830
01;2020-12-30;14;138;90;7395
01;2020-12-30;222;3148;0;656955
01;2020-12-31;7;84;09;83001
01;2020-12-31;21;353;19;84665
01;2020-12-31;29;522;29;65496
01;2020-12-31;23;387;39;85588
01;2020-12-31;34;394;49;89678
01;2020-12-31;25;357;59;89791
01;2020-12-31;24;302;69;73500
01;2020-12-31;10;186;79;51011
01;2020-12-31;5;88;89;26830
01;2020-12-31;2;48;90;7395
01;2020-12-31;180;2721;0;656955
01;2021-01-01;0;2;09;83001
01;2021-01-01;0;11;19;84665
01;2021-01-01;2;27;29;65496
01;2021-01-01;0;20;39;85588
01;2021-01-01;0;13;49;89678
01;2021-01-01;1;19;59;89791
01;2021-01-01;0;18;69;73500
01;2021-01-01;0;18;79;51011
01;2021-01-01;1;26;89;26830
01;2021-01-01;0;11;90;7395
01;2021-01-01;4;165;0;656955
01;2021-01-02;3;39;09;83001
01;2021-01-02;15;163;19;84665
01;2021-01-02;19;241;29;65496
01;2021-01-02;18;249;39;85588
01;2021-01-02;20;206;49;89678
01;2021-01-02;17;258;59;89791
01;2021-01-02;7;190;69;73500
01;2021-01-02;5;139;79;51011
01;2021-01-02;3;58;89;26830
01;2021-01-02;4;19;90;7395
01;2021-01-02;111;1562;0;656955
01;2021-01-03;0;10;09;83001
01;2021-01-03;1;29;19;84665
01;2021-01-03;1;26;29;65496
01;2021-01-03;6;42;39;85588
01;2021-01-03;1;26;49;89678
01;2021-01-03;3;27;59;89791
01;2021-01-03;6;38;69;73500
01;2021-01-03;1;16;79;51011
01;2021-01-03;9;40;89;26830
01;2021-01-03;1;10;90;7395
01;2021-01-03;29;264;0;656955
01;2021-01-04;12;110;09;83001
01;2021-01-04;47;316;19;84665
01;2021-01-04;54;496;29;65496
01;2021-01-04;49;528;39;85588
01;2021-01-04;54;427;49;89678
01;2021-01-04;38;427;59;89791
01;2021-01-04;35;361;69;73500
01;2021-01-04;27;232;79;51011
01;2021-01-04;10;153;89;26830
01;2021-01-04;6;43;90;7395
01;2021-01-04;332;3094;0;656955
01;2021-01-05;8;59;09;83001
01;2021-01-05;34;341;19;84665
01;2021-01-05;37;406;29;65496
01;2021-01-05;46;443;39;85588
01;2021-01-05;35;430;49;89678
01;2021-01-05;37;469;59;89791
01;2021-01-05;33;304;69;73500
01;2021-01-05;11;195;79;51011
01;2021-01-05;17;119;89;26830
01;2021-01-05;3;49;90;7395
01;2021-01-05;261;2815;0;656955
01;2021-01-06;5;50;09;83001
01;2021-01-06;29;272;19;84665
01;2021-01-06;35;403;29;65496
01;2021-01-06;27;315;39;85588
01;2021-01-06;28;347;49;89678
01;2021-01-06;32;391;59;89791
01;2021-01-06;17;231;69;73500
01;2021-01-06;10;154;79;51011
01;2021-01-06;8;103;89;26830
01;2021-01-06;6;45;90;7395
01;2021-01-06;197;2311;0;656955
01;2021-01-07;5;54;09;83001
01;2021-01-07;33;285;19;84665
01;2021-01-07;29;417;29;65496
01;2021-01-07;36;410;39;85588
01;2021-01-07;22;368;49;89678
01;2021-01-07;33;341;59;89791
01;2021-01-07;16;234;69;73500
01;2021-01-07;19;157;79;51011
01;2021-01-07;20;115;89;26830
01;2021-01-07;11;63;90;7395
01;2021-01-07;224;2444;0;656955
01;2021-01-08;8;69;09;83001
01;2021-01-08;31;315;19;84665
01;2021-01-08;28;453;29;65496
01;2021-01-08;27;395;39;85588
01;2021-01-08;29;380;49;89678
01;2021-01-08;41;380;59;89791
01;2021-01-08;32;301;69;73500
01;2021-01-08;14;210;79;51011
01;2021-01-08;24;126;89;26830
01;2021-01-08;12;65;90;7395
01;2021-01-08;246;2694;0;656955
01;2021-01-09;0;37;09;83001
01;2021-01-09;16;166;19;84665
01;2021-01-09;12;180;29;65496
01;2021-01-09;17;210;39;85588
01;2021-01-09;13;183;49;89678
01;2021-01-09;12;187;59;89791
01;2021-01-09;6;144;69;73500
01;2021-01-09;9;129;79;51011
01;2021-01-09;3;51;89;26830
01;2021-01-09;3;22;90;7395
01;2021-01-09;91;1309;0;656955
01;2021-01-10;1;8;09;83001
01;2021-01-10;1;18;19;84665
01;2021-01-10;1;20;29;65496
01;2021-01-10;6;37;39;85588
01;2021-01-10;4;24;49;89678
01;2021-01-10;2;25;59;89791
01;2021-01-10;3;32;69;73500
01;2021-01-10;7;44;79;51011
01;2021-01-10;16;61;89;26830
01;2021-01-10;6;38;90;7395
01;2021-01-10;47;307;0;656955
01;2021-01-11;8;109;09;83001
01;2021-01-11;25;357;19;84665
01;2021-01-11;36;404;29;65496
01;2021-01-11;57;438;39;85588
01;2021-01-11;45;410;49;89678
01;2021-01-11;45;455;59;89791
01;2021-01-11;26;352;69;73500
01;2021-01-11;20;252;79;51011
01;2021-01-11;11;130;89;26830
01;2021-01-11;5;33;90;7395
01;2021-01-11;278;2940;0;656955
01;2021-01-12;5;78;09;83001
01;2021-01-12;25;317;19;84665
01;2021-01-12;26;340;29;65496
01;2021-01-12;26;351;39;85588
01;2021-01-12;34;367;49;89678
01;2021-01-12;35;331;59;89791
01;2021-01-12;27;257;69;73500
01;2021-01-12;17;198;79;51011
01;2021-01-12;11;159;89;26830
01;2021-01-12;6;109;90;7395
01;2021-01-12;212;2507;0;656955
01;2021-01-13;16;78;09;83001
01;2021-01-13;32;277;19;84665
01;2021-01-13;35;285;29;65496
01;2021-01-13;31;317;39;85588
01;2021-01-13;40;330;49;89678
01;2021-01-13;26;364;59;89791
01;2021-01-13;16;242;69;73500
01;2021-01-13;20;172;79;51011
01;2021-01-13;6;98;89;26830
01;2021-01-13;5;48;90;7395
01;2021-01-13;227;2211;0;656955
01;2021-01-14;13;82;09;83001
01;2021-01-14;32;331;19;84665
01;2021-01-14;23;360;29;65496
01;2021-01-14;34;360;39;85588
01;2021-01-14;34;336;49;89678
01;2021-01-14;30;317;59;89791
01;2021-01-14;17;223;69;73500
01;2021-01-14;20;143;79;51011
01;2021-01-14;11;91;89;26830
01;2021-01-14;3;22;90;7395
01;2021-01-14;217;2266;0;656955
01;2021-01-15;11;105;09;83001
01;2021-01-15;39;453;19;84665
01;2021-01-15;32;372;29;65496
01;2021-01-15;28;416;39;85588
01;2021-01-15;27;369;49;89678
01;2021-01-15;34;404;59;89791
01;2021-01-15;33;246;69;73500
01;2021-01-15;11;176;79;51011
01;2021-01-15;10;109;89;26830
01;2021-01-15;4;50;90;7395
01;2021-01-15;229;2700;0;656955
01;2021-01-16;6;75;09;83001
01;2021-01-16;11;166;19;84665
01;2021-01-16;9;171;29;65496
01;2021-01-16;16;196;39;85588
01;2021-01-16;18;186;49;89678
01;2021-01-16;12;181;59;89791
01;2021-01-16;15;138;69;73500
01;2021-01-16;7;120;79;51011
01;2021-01-16;8;47;89;26830
01;2021-01-16;3;18;90;7395
01;2021-01-16;105;1298;0;656955
01;2021-01-17;0;2;09;83001
01;2021-01-17;2;11;19;84665
01;2021-01-17;2;14;29;65496
01;2021-01-17;1;26;39;85588
01;2021-01-17;2;26;49;89678
01;2021-01-17;1;22;59;89791
01;2021-01-17;1;21;69;73500
01;2021-01-17;1;21;79;51011
01;2021-01-17;2;20;89;26830
01;2021-01-17;2;6;90;7395
01;2021-01-17;14;169;0;656955
01;2021-01-18;25;138;09;83001
01;2021-01-18;40;334;19;84665
01;2021-01-18;33;357;29;65496
01;2021-01-18;45;445;39;85588
01;2021-01-18;43;408;49;89678
01;2021-01-18;62;423;59;89791
01;2021-01-18;31;316;69;73500
01;2021-01-18;17;222;79;51011
01;2021-01-18;19;170;89;26830
01;2021-01-18;16;113;90;7395
01;2021-01-18;331;2926;0;656955
01;2021-01-19;12;122;09;83001
01;2021-01-19;36;317;19;84665
01;2021-01-19;36;315;29;65496
01;2021-01-19;34;396;39;85588
01;2021-01-19;51;374;49;89678
01;2021-01-19;27;343;59;89791
01;2021-01-19;20;232;69;73500
01;2021-01-19;14;227;79;51011
01;2021-01-19;9;140;89;26830
01;2021-01-19;6;82;90;7395
01;2021-01-19;245;2548;0;656955
01;2021-01-20;12;140;09;83001
01;2021-01-20;29;315;19;84665
01;2021-01-20;31;299;29;65496
01;2021-01-20;41;403;39;85588
01;2021-01-20;33;345;49;89678
01;2021-01-20;41;342;59;89791
01;2021-01-20;13;275;69;73500
01;2021-01-20;12;171;79;51011
01;2021-01-20;7;113;89;26830
01;2021-01-20;6;44;90;7395
01;2021-01-20;225;2447;0;656955
01;2021-01-21;16;130;09;83001
01;2021-01-21;37;374;19;84665
01;2021-01-21;31;340;29;65496
01;2021-01-21;50;417;39;85588
01;2021-01-21;28;340;49;89678
01;2021-01-21;35;338;59;89791
01;2021-01-21;16;204;69;73500
01;2021-01-21;14;138;79;51011
01;2021-01-21;10;82;89;26830
01;2021-01-21;7;37;90;7395
01;2021-01-21;244;2400;0;656955
01;2021-01-22;16;133;09;83001
01;2021-01-22;31;510;19;84665
01;2021-01-22;28;368;29;65496
01;2021-01-22;38;477;39;85588
01;2021-01-22;34;416;49;89678
01;2021-01-22;27;388;59;89791
01;2021-01-22;31;258;69;73500
01;2021-01-22;8;178;79;51011
01;2021-01-22;12;106;89;26830
01;2021-01-22;6;29;90;7395
01;2021-01-22;231;2863;0;656955
01;2021-01-23;11;73;09;83001
01;2021-01-23;19;153;19;84665
01;2021-01-23;7;147;29;65496
01;2021-01-23;32;229;39;85588
01;2021-01-23;18;204;49;89678
01;2021-01-23;19;211;59;89791
01;2021-01-23;10;159;69;73500
01;2021-01-23;9;140;79;51011
01;2021-01-23;8;51;89;26830
01;2021-01-23;3;21;90;7395
01;2021-01-23;136;1388;0;656955
01;2021-01-24;1;6;09;83001
01;2021-01-24;1;14;19;84665
01;2021-01-24;4;25;29;65496
01;2021-01-24;1;18;39;85588
01;2021-01-24;6;28;49;89678
01;2021-01-24;3;25;59;89791
01;2021-01-24;2;18;69;73500
01;2021-01-24;4;25;79;51011
01;2021-01-24;1;24;89;26830
01;2021-01-24;2;9;90;7395
01;2021-01-24;25;192;0;656955
01;2021-01-25;20;179;09;83001
01;2021-01-25;54;517;19;84665
01;2021-01-25;35;431;29;65496
01;2021-01-25;55;529;39;85588
01;2021-01-25;65;486;49;89678
01;2021-01-25;45;475;59;89791
01;2021-01-25;33;349;69;73500
01;2021-01-25;20;243;79;51011
01;2021-01-25;33;160;89;26830
01;2021-01-25;13;78;90;7395
01;2021-01-25;373;3447;0;656955
01;2021-01-26;12;130;09;83001
01;2021-01-26;38;527;19;84665
01;2021-01-26;55;416;29;65496
01;2021-01-26;49;524;39;85588
01;2021-01-26;39;433;49;89678
01;2021-01-26;34;396;59;89791
01;2021-01-26;28;283;69;73500
01;2021-01-26;17;191;79;51011
01;2021-01-26;10;105;89;26830
01;2021-01-26;8;70;90;7395
01;2021-01-26;290;3075;0;656955
01;2021-01-27;11;119;09;83001
